precision,recall,threshold
0.9230769230769231,0.03571428571428571,0.83
0.9166666666666666,0.03273809523809524,0.8333333333333334
0.9090909090909091,0.02976190476190476,0.835
0.9,0.026785714285714284,0.8383333333333334
0.8888888888888888,0.023809523809523808,0.8433333333333334
0.875,0.020833333333333332,0.8466666666666667
0.8571428571428571,0.017857142857142856,0.8483333333333334
0.8333333333333334,0.01488095238095238,0.85
0.8,0.011904761904761904,0.8516666666666667
0.75,0.008928571428571428,0.8533333333333334
0.6666666666666666,0.005952380952380952,0.8583333333333333
0.5,0.002976190476190476,0.86
1.0,0.002976190476190476,0.8666666666666667
1.0,0.0,
